dataset,model_size,milestone,vocab_size,seed,task,split,accuracy,f1,mcc
tinystories,180m,2000M,16000,1,mnli,val,0.7487458939166306,0.7479871410276732,0.6241378184005378
tinystories,180m,2000M,16000,1,mrpc,test,0.6911764705882353,0.8157894736842105,0.1265727926318501
tinystories,180m,2000M,16000,1,mrpc,val,0.6839237057220708,0.8092105263157895,0.11618983367891948
tinystories,180m,2000M,16000,1,multirc,test,0.610973597359736,0.4734785036292574,0.1828315389550409
tinystories,180m,2000M,16000,1,multirc,val,0.6391382405745063,0.5216563541170871,0.26229717343374914
tinystories,180m,2000M,16000,1,qqp,test,0.8841454365570122,0.8408534927969556,0.7499158281380092
tinystories,180m,2000M,16000,1,qqp,val,0.8840731070496084,0.8416547788873039,0.7503075280341361
tinystories,180m,2000M,16000,1,rte,test,0.5740072202166066,0.5203252032520326,0.14107584598533912
tinystories,180m,2000M,16000,1,rte,val,0.6385542168674698,0.6086956521739131,0.2796181553015856
tinystories,180m,2000M,16000,1,wsc,test,0.5673076923076923,0.21052631578947367,-0.04869406669791933
tinystories,180m,2000M,16000,1,wsc,val,0.5535714285714286,0.07407407407407407,0.14484136487558028
tinystories,180m,2000M,16000,2,boolq,test,0.6957186544342507,0.7650531286894924,0.3374850990514543
tinystories,180m,2000M,16000,2,boolq,val,0.6903499469777307,0.761437908496732,0.3242961223529446
tinystories,180m,2000M,16000,2,mnli,test,0.7514009169638308,0.7506739085663479,0.6269510155874111
tinystories,180m,2000M,16000,2,mnli,val,0.7510121972957144,0.7509002461884974,0.626985694077727
tinystories,180m,2000M,16000,2,mrpc,test,0.7132352941176471,0.8213740458015267,0.2329682528791954
tinystories,180m,2000M,16000,2,mrpc,val,0.7220708446866485,0.8235294117647058,0.29005413022016113
tinystories,180m,2000M,16000,2,multirc,test,0.6047854785478548,0.5038839979285344,0.1798652401024291
tinystories,180m,2000M,16000,2,multirc,val,0.6276481149012567,0.5360178970917227,0.2382084073334304
tinystories,180m,2000M,16000,2,qqp,test,0.8801137768983428,0.8354550701021829,0.7412812538931891
tinystories,180m,2000M,16000,2,qqp,val,0.8830287206266318,0.8405036726128017,0.7482104244607476
tinystories,180m,2000M,16000,2,rte,test,0.5812274368231047,0.546875,0.15816064968339522
tinystories,180m,2000M,16000,2,rte,val,0.6224899598393574,0.6083333333333333,0.24528002316174335
tinystories,180m,2000M,16000,2,wsc,test,0.6346153846153846,0.0,0.0
tinystories,180m,2000M,16000,2,wsc,val,0.5357142857142857,0.0,0.0
tinystories,180m,250M,16000,0,boolq,test,0.6629969418960244,0.7436016751977664,0.2594308193957753
tinystories,180m,250M,16000,0,boolq,val,0.6574761399787911,0.7397260273972602,0.24581623876499947
tinystories,180m,250M,16000,0,mnli,test,0.7049414161996943,0.7041327658521661,0.5573968465349729
tinystories,180m,250M,16000,0,mnli,val,0.7162791882050368,0.7160851083528055,0.5744723739167285
tinystories,180m,250M,16000,0,mrpc,test,0.696078431372549,0.8176470588235294,0.15371290158103387
tinystories,180m,250M,16000,0,mrpc,val,0.6757493188010899,0.8045977011494253,0.04840412989992657
tinystories,180m,250M,16000,0,multirc,test,0.5565181518151815,0.45952740070387127,0.0849402534863993
tinystories,180m,250M,16000,0,multirc,val,0.6114901256732496,0.5336206896551724,0.20678077693123015
tinystories,180m,250M,16000,0,qqp,test,0.8525599802127133,0.8026746995928365,0.6852110353944018
tinystories,180m,250M,16000,0,qqp,val,0.8566442215198571,0.8092033067525056,0.69470133762921
tinystories,180m,250M,16000,0,rte,test,0.5451263537906137,0.5298507462686567,0.08980325322628714
tinystories,180m,250M,16000,0,rte,val,0.6024096385542169,0.5959183673469388,0.20478896591658372
tinystories,180m,250M,16000,0,wsc,test,0.6346153846153846,0.0,0.0
tinystories,180m,250M,16000,0,wsc,val,0.5357142857142857,0.0,0.0
tinystories,180m,250M,16000,1,boolq,test,0.6648318042813456,0.74487895716946,0.26371794590477016
tinystories,180m,250M,16000,1,boolq,val,0.6765641569459173,0.7581284694686756,0.28255777304371854
tinystories,180m,250M,16000,1,mnli,test,0.711462047885889,0.7112191675003509,0.5675134238099692
tinystories,180m,250M,16000,1,mnli,val,0.7181126021746327,0.7184096487567841,0.5774104624501389
tinystories,180m,250M,16000,1,mrpc,test,0.6862745098039216,0.8128654970760234,0.06487422704786582
tinystories,180m,250M,16000,1,mrpc,val,0.6784741144414169,0.8071895424836601,0.06640957637772847
tinystories,180m,250M,16000,1,multirc,test,0.570957095709571,0.4140845070422535,0.09394676734210142
tinystories,180m,250M,16000,1,multirc,val,0.6118491921005386,0.5061671996345363,0.20390466323910422
tinystories,180m,250M,16000,1,qqp,test,0.8565174375463764,0.8054856989571807,0.69182637307322
tinystories,180m,250M,16000,1,qqp,val,0.8580733818881408,0.8091648189209165,0.6962408356626449
tinystories,180m,250M,16000,1,rte,test,0.5342960288808665,0.5168539325842697,0.0677249806858871
tinystories,180m,250M,16000,1,rte,val,0.5783132530120482,0.5454545454545454,0.1576282152394575
tinystories,180m,250M,16000,1,wsc,test,0.6346153846153846,0.0,0.0
tinystories,180m,250M,16000,1,wsc,val,0.5357142857142857,0.0,0.0
tinystories,180m,250M,16000,2,boolq,test,0.6694189602446483,0.7747447384871848,0.24335394200815053
tinystories,180m,250M,16000,2,boolq,val,0.6765641569459173,0.7810480976310122,0.26039028357026905
tinystories,180m,250M,16000,2,mnli,test,0.7067753438614366,0.7062506945236109,0.5602907275502345
tinystories,180m,250M,16000,2,mnli,val,0.7164319727025031,0.7164005889951998,0.574735580149671
tinystories,180m,250M,16000,2,mrpc,test,0.6838235294117647,0.8122270742358079,0.0
tinystories,180m,250M,16000,2,mrpc,val,0.6757493188010899,0.8065040650406504,0.0
tinystories,180m,250M,16000,2,multirc,test,0.5587871287128713,0.5024424284717376,0.10717322045108049
tinystories,180m,250M,16000,2,multirc,val,0.6107719928186714,0.5571895424836601,0.21066982037347556
tinystories,180m,250M,16000,2,qqp,test,0.8518921592876577,0.8039677862895306,0.6856498147885074
tinystories,180m,250M,16000,2,qqp,val,0.8516696440841006,0.8045202651309356,0.6857774517340217
tinystories,180m,250M,16000,2,rte,test,0.5595667870036101,0.5547445255474452,0.12113461267568366
tinystories,180m,250M,16000,2,rte,val,0.5823293172690763,0.5772357723577236,0.1646125087307208
tinystories,180m,250M,16000,2,wsc,test,0.6346153846153846,0.0,0.0
tinystories,180m,250M,16000,2,wsc,val,0.5357142857142857,0.0,0.0
tinystories,180m,25M,16000,0,boolq,test,0.6587155963302752,0.7394957983193278,0.251231891407395
tinystories,180m,25M,16000,0,boolq,val,0.6617179215270413,0.7425343018563357,0.25598663208900446
tinystories,180m,25M,16000,0,mnli,test,0.6337238920020377,0.6315933711422667,0.45143043743760874
tinystories,180m,25M,16000,0,mnli,val,0.6157215247892848,0.6147430243241935,0.4284025082045612
tinystories,180m,25M,16000,0,mrpc,test,0.6838235294117647,0.8122270742358079,0.0
tinystories,180m,25M,16000,0,mrpc,val,0.6757493188010899,0.8065040650406504,0.0
tinystories,180m,25M,16000,0,multirc,test,0.584983498349835,0.4597207303974221,0.13217733598487882
tinystories,180m,25M,16000,0,multirc,val,0.6068222621184919,0.4942263279445728,0.19268445380725477
tinystories,180m,25M,16000,0,qqp,test,0.8280484788523373,0.7696640381684448,0.6326750264052717
tinystories,180m,25M,16000,0,qqp,val,0.8269341761714992,0.7693660037358532,0.631121843506303
tinystories,180m,25M,16000,0,rte,test,0.5415162454873647,0.36180904522613067,0.06453598646188785
tinystories,180m,25M,16000,0,rte,val,0.5502008032128514,0.4105263157894737,0.11160295022583686
tinystories,180m,25M,16000,0,wsc,test,0.6346153846153846,0.0,0.0
tinystories,180m,25M,16000,0,wsc,val,0.5357142857142857,0.0,0.0
tinystories,180m,25M,16000,1,boolq,test,0.6633027522935779,0.7265954805065806,0.28867231388200687
tinystories,180m,25M,16000,1,boolq,val,0.6373276776246023,0.7066895368782161,0.23183954033908583
tinystories,180m,25M,16000,1,mnli,test,0.6329088130412633,0.6312840294607228,0.4504083103756043
tinystories,180m,25M,16000,1,mnli,val,0.6185735020753228,0.61770211440633,0.4326534782956746
tinystories,180m,25M,16000,1,mrpc,test,0.6838235294117647,0.8122270742358079,0.0
tinystories,180m,25M,16000,1,mrpc,val,0.6757493188010899,0.8065040650406504,0.0
tinystories,180m,25M,16000,1,multirc,test,0.5835396039603961,0.47077326343381387,0.1331962620812267
tinystories,180m,25M,16000,1,multirc,val,0.6132854578096948,0.5228178998670802,0.20854876050350454
tinystories,180m,25M,16000,1,qqp,test,0.8282463517190205,0.7666039257865017,0.6307351535560983
tinystories,180m,25M,16000,1,qqp,val,0.8320736567266731,0.7736366330764671,0.6401852642582468
tinystories,180m,25M,16000,1,rte,test,0.4729241877256318,0.496551724137931,-0.046718794624244275
tinystories,180m,25M,16000,1,rte,val,0.5622489959839357,0.5947955390334573,0.12689228269499625
tinystories,180m,25M,16000,1,wsc,test,0.6346153846153846,0.0,0.0
tinystories,180m,25M,16000,1,wsc,val,0.5357142857142857,0.0,0.0
tinystories,180m,25M,16000,2,boolq,test,0.6574923547400612,0.7584124245038827,0.21859260967884483
tinystories,180m,25M,16000,2,boolq,val,0.6532343584305408,0.7557879014189693,0.20502671000157416
tinystories,180m,25M,16000,2,mnli,test,0.6335201222618441,0.6309884579419751,0.4514600845196207
tinystories,180m,25M,16000,2,mnli,val,0.6157469888721958,0.6144086855800677,0.42898784198980655
tinystories,180m,25M,16000,2,mrpc,test,0.6838235294117647,0.8122270742358079,0.0
tinystories,180m,25M,16000,2,mrpc,val,0.6757493188010899,0.8065040650406504,0.0
tinystories,180m,25M,16000,2,multirc,test,0.5668316831683168,0.4582043343653251,0.10107232833740443
tinystories,180m,25M,16000,2,multirc,val,0.6078994614003591,0.518942731277533,0.19766444921119228
tinystories,180m,25M,16000,2,qqp,test,0.8301508780608459,0.7694322264379008,0.6349883439573805
tinystories,180m,25M,16000,2,qqp,val,0.8309743025972242,0.7704024490405436,0.6366716672233248
tinystories,180m,25M,16000,2,rte,test,0.5018050541516246,0.4609375,-0.0016786536616479758
tinystories,180m,25M,16000,2,rte,val,0.5461847389558233,0.5387755102040817,0.09229379806514804
tinystories,180m,25M,16000,2,wsc,test,0.6346153846153846,0.0,0.0
tinystories,180m,25M,16000,2,wsc,val,0.5357142857142857,0.0,0.0
tinystories,180m,500M,16000,0,boolq,test,0.6633027522935779,0.7319211102994887,0.27961523229732965
tinystories,180m,500M,16000,0,boolq,val,0.679745493107105,0.7445008460236887,0.3155823632571418
tinystories,180m,500M,16000,0,mnli,test,0.7237901171676007,0.7228801731126472,0.5853537927617624
tinystories,180m,500M,16000,0,mnli,val,0.7332382674237987,0.7330000234817349,0.6001576143894295
tinystories,180m,500M,16000,0,mrpc,test,0.6862745098039216,0.8134110787172012,0.07289706481174742
tinystories,180m,500M,16000,0,mrpc,val,0.6757493188010899,0.8065040650406504,0.0
tinystories,180m,500M,16000,0,multirc,test,0.5831270627062707,0.4754736568907345,0.134079549746585
tinystories,180m,500M,16000,0,multirc,val,0.6269299820466786,0.5283704039945529,0.23619167478648362
tinystories,180m,500M,16000,0,qqp,test,0.8638139995053178,0.8155814576634512,0.7076379387769
tinystories,180m,500M,16000,0,qqp,val,0.8659062800604644,0.8201820661187484,0.7133698502188843
tinystories,180m,500M,16000,0,rte,test,0.5126353790613718,0.47470817120622566,0.020497029939120007
tinystories,180m,500M,16000,0,rte,val,0.5983935742971888,0.5798319327731093,0.19715243164976198
tinystories,180m,500M,16000,0,wsc,test,0.6346153846153846,0.0,0.0
tinystories,180m,500M,16000,0,wsc,val,0.5357142857142857,0.0,0.0
tinystories,180m,500M,16000,1,boolq,test,0.672782874617737,0.7436511739338764,0.2929955862629757
tinystories,180m,500M,16000,1,boolq,val,0.6733828207847296,0.7487765089722676,0.28625957620437836
tinystories,180m,500M,16000,1,mnli,test,0.7307182883341824,0.7304963628181779,0.5964388393960469
tinystories,180m,500M,16000,1,mnli,val,0.7317358865320466,0.7320050432755346,0.5978076360820518
tinystories,180m,500M,16000,1,mrpc,test,0.696078431372549,0.8171091445427728,0.14909567419782885
tinystories,180m,500M,16000,1,mrpc,val,0.6784741144414169,0.8033333333333333,0.09220597006518859
tinystories,180m,500M,16000,1,multirc,test,0.5721947194719472,0.47091836734693876,0.11447055961427267
tinystories,180m,500M,16000,1,multirc,val,0.6201077199281867,0.534330985915493,0.22321440884160632
tinystories,180m,500M,16000,1,qqp,test,0.8649270343804106,0.8175104427736006,0.7103239442024357
tinystories,180m,500M,16000,1,qqp,val,0.8667857633640237,0.8208066841657732,0.714838068322227
tinystories,180m,500M,16000,1,rte,test,0.5595667870036101,0.512,0.11279677548624861
tinystories,180m,500M,16000,1,rte,val,0.6104417670682731,0.5975103734439834,0.22104482939610257
tinystories,180m,500M,16000,1,wsc,test,0.6346153846153846,0.0,0.0
tinystories,180m,500M,16000,1,wsc,val,0.5357142857142857,0.0,0.0
tinystories,180m,500M,16000,2,boolq,test,0.6779816513761467,0.7556277558598282,0.29198351314407356
tinystories,180m,500M,16000,2,boolq,val,0.6829268292682927,0.7575020275750203,0.3051403374614008
tinystories,180m,500M,16000,2,mnli,test,0.7191034131431483,0.7184883377014769,0.578734493926982
tinystories,180m,500M,16000,2,mnli,val,0.7295459754016959,0.7295017796195747,0.5943649797010663
tinystories,180m,500M,16000,2,mrpc,test,0.696078431372549,0.8171091445427728,0.14909567419782885
tinystories,180m,500M,16000,2,mrpc,val,0.6811989100817438,0.8059701492537313,0.10176103693789595
tinystories,180m,500M,16000,2,multirc,test,0.5631188118811881,0.4866698982064954,0.10644640392553757
tinystories,180m,500M,16000,2,multirc,val,0.6107719928186714,0.5422297297297297,0.20711161677627832
tinystories,180m,500M,16000,2,qqp,test,0.8635913925302993,0.8158167184316869,0.7075387124807302
tinystories,180m,500M,16000,2,qqp,val,0.8649443451971967,0.8187384728882331,0.7111969900368665
tinystories,180m,500M,16000,2,rte,test,0.5379061371841155,0.5076923076923077,0.07237430254257324
tinystories,180m,500M,16000,2,rte,val,0.606425702811245,0.5882352941176471,0.21327425610979178
tinystories,180m,500M,16000,2,wsc,test,0.6346153846153846,0.0,0.0
tinystories,180m,500M,16000,2,wsc,val,0.5357142857142857,0.0,0.0
tinystories,180m,50M,16000,0,boolq,test,0.654434250764526,0.7342427093132643,0.2449622002347076
tinystories,180m,50M,16000,0,boolq,val,0.6638388123011665,0.74206672091131,0.2641552188015697
tinystories,180m,50M,16000,0,mnli,test,0.6472745797249109,0.647427369443697,0.47185843564571456
tinystories,180m,50M,16000,0,mnli,val,0.6412619999490718,0.6416996187255579,0.4626713916059205
tinystories,180m,50M,16000,0,mrpc,test,0.6838235294117647,0.8122270742358079,0.0
tinystories,180m,50M,16000,0,mrpc,val,0.6757493188010899,0.8065040650406504,0.0
tinystories,180m,50M,16000,0,multirc,test,0.5651815181518152,0.46848209783156836,0.10224636354501869
tinystories,180m,50M,16000,0,multirc,val,0.6168761220825852,0.5366912722535823,0.21737541504014732
tinystories,180m,50M,16000,0,qqp,test,0.8305218896858768,0.772146847565842,0.6373362109548011
tinystories,180m,50M,16000,0,qqp,val,0.8298199807613027,0.7724533294134941,0.6366955889869035
tinystories,180m,50M,16000,0,rte,test,0.5415162454873647,0.5694915254237288,0.09475925302014504
tinystories,180m,50M,16000,0,rte,val,0.5742971887550201,0.5891472868217055,0.1493374172455486
tinystories,180m,50M,16000,0,wsc,test,0.6346153846153846,0.0,0.0
tinystories,180m,50M,16000,0,wsc,val,0.5357142857142857,0.0,0.0
tinystories,180m,50M,16000,1,boolq,test,0.6602446483180429,0.7580047919843171,0.2286692330672562
tinystories,180m,50M,16000,1,boolq,val,0.6458112407211029,0.746969696969697,0.1920460744877664
tinystories,180m,50M,16000,1,mnli,test,0.6605196128374936,0.6600724566253943,0.49095402687233763
tinystories,180m,50M,16000,1,mnli,val,0.6562603447836827,0.6563977162884538,0.4845574634449218
tinystories,180m,50M,16000,1,mrpc,test,0.7058823529411765,0.8214285714285714,0.2032822906724814
tinystories,180m,50M,16000,1,mrpc,val,0.6893732970027248,0.8080808080808081,0.15515340432312738
tinystories,180m,50M,16000,1,multirc,test,0.574463696369637,0.48074502894538135,0.12182679151397663
tinystories,180m,50M,16000,1,multirc,val,0.6193895870736086,0.5322153574580759,0.22155921628703287
tinystories,180m,50M,16000,1,qqp,test,0.8296809300024734,0.7665129526651295,0.6325490049212101
tinystories,180m,50M,16000,1,qqp,val,0.8324859145252165,0.7716800899044765,0.6394420388267416
tinystories,180m,50M,16000,1,rte,test,0.5523465703971119,0.5441176470588235,0.10584312710122833
tinystories,180m,50M,16000,1,rte,val,0.5943775100401606,0.5702127659574469,0.18943804943202164
tinystories,180m,50M,16000,1,wsc,test,0.6346153846153846,0.0,0.0
tinystories,180m,50M,16000,1,wsc,val,0.5357142857142857,0.0,0.0
tinystories,180m,50M,16000,2,boolq,test,0.6608562691131499,0.7344984438592291,0.26681673897532965
tinystories,180m,50M,16000,2,boolq,val,0.6511134676564156,0.7287716405605935,0.24207133380640328
tinystories,180m,50M,16000,2,mnli,test,0.6565461029037188,0.6561507307519877,0.48483386125274214
tinystories,180m,50M,16000,2,mnli,val,0.6519314506888034,0.652093347243888,0.47838204812324314
tinystories,180m,50M,16000,2,mrpc,test,0.6838235294117647,0.8122270742358079,0.0
tinystories,180m,50M,16000,2,mrpc,val,0.6784741144414169,0.8078175895765473,0.07545913404653505
tinystories,180m,50M,16000,2,multirc,test,0.5490924092409241,0.4696749150897622,0.07753383550636173
tinystories,180m,50M,16000,2,multirc,val,0.6064631956912029,0.5421888053467001,0.19938738321176028
tinystories,180m,50M,16000,2,qqp,test,0.831412317585951,0.7751830595685731,0.6406632165142992
tinystories,180m,50M,16000,2,qqp,val,0.8305345609454445,0.774618027633599,0.6391611416445299
tinystories,180m,50M,16000,2,rte,test,0.5415162454873647,0.5207547169811321,0.08143547268710256
tinystories,180m,50M,16000,2,rte,val,0.5823293172690763,0.59375,0.1652019251276135
tinystories,180m,50M,16000,2,wsc,test,0.6346153846153846,0.0,0.0
tinystories,180m,50M,16000,2,wsc,val,0.5357142857142857,0.0,0.0
tinystories,180m,750M,16000,0,boolq,test,0.6844036697247706,0.7660924750679964,0.29876462279716876
tinystories,180m,750M,16000,0,boolq,val,0.6967126193001061,0.7748031496062993,0.32652125571581664
tinystories,180m,750M,16000,0,mnli,test,0.7388690779419256,0.738118832479052,0.6080626726730519
tinystories,180m,750M,16000,0,mnli,val,0.7371852002750121,0.7369886864354598,0.6061212656306174
tinystories,180m,750M,16000,0,mrpc,test,0.7107843137254902,0.8190184049079755,0.2246230809027177
tinystories,180m,750M,16000,0,mrpc,val,0.7029972752043597,0.809106830122592,0.2281754209994427
tinystories,180m,750M,16000,0,multirc,test,0.5816831683168316,0.5031847133757962,0.14217689043261308
tinystories,180m,750M,16000,0,multirc,val,0.6294434470377019,0.5615972812234494,0.24495243517195572
tinystories,180m,750M,16000,0,qqp,test,0.8677714568389809,0.8226041943190868,0.717369511159309
tinystories,180m,750M,16000,0,qqp,val,0.8707984059365123,0.827086475153566,0.7240981998041768
tinystories,180m,750M,16000,0,rte,test,0.5667870036101083,0.5714285714285714,0.13827962924949355
tinystories,180m,750M,16000,0,rte,val,0.6184738955823293,0.6360153256704981,0.2385583618272742
tinystories,180m,750M,16000,0,wsc,test,0.5961538461538461,0.125,-0.0442875055562314
tinystories,180m,750M,16000,0,wsc,val,0.5535714285714286,0.13793103448275862,0.09654572619026462
tinystories,180m,750M,16000,1,boolq,test,0.6840978593272171,0.7654937570942111,0.2985340000195802
tinystories,180m,750M,16000,1,boolq,val,0.6914103923647932,0.7699604743083004,0.3154750282003655
tinystories,180m,750M,16000,1,mnli,test,0.7326541008660213,0.731993286469061,0.5989667394510486
tinystories,180m,750M,16000,1,mnli,val,0.7388658297471417,0.7387682228366913,0.608414891868647
tinystories,180m,750M,16000,1,mrpc,test,0.7083333333333334,0.8221225710014948,0.2132721687847274
tinystories,180m,750M,16000,1,mrpc,val,0.6920980926430518,0.8094435075885329,0.16837605570176045
tinystories,180m,750M,16000,1,multirc,test,0.5823019801980198,0.48302272147051317,0.13536395689017033
tinystories,180m,750M,16000,1,multirc,val,0.6172351885098744,0.531634446397188,0.21732753524155887
tinystories,180m,750M,16000,1,qqp,test,0.8705911451892159,0.8263294164509062,0.7233545422651789
tinystories,180m,750M,16000,1,qqp,val,0.8738491136457331,0.8319296960820213,0.7312391878225002
tinystories,180m,750M,16000,1,rte,test,0.5667870036101083,0.5454545454545454,0.13172060094861646
tinystories,180m,750M,16000,1,rte,val,0.5943775100401606,0.5910931174089069,0.18872185341558775
tinystories,180m,750M,16000,1,wsc,test,0.6346153846153846,0.0,0.0
tinystories,180m,750M,16000,1,wsc,val,0.5357142857142857,0.0,0.0
tinystories,180m,750M,16000,2,boolq,test,0.691743119266055,0.7576923076923077,0.33540262155170053
tinystories,180m,750M,16000,2,boolq,val,0.7062566277836692,0.7705053852526926,0.3642249231743035
tinystories,180m,750M,16000,2,mnli,test,0.7317371370351503,0.7305576162860231,0.5972082145584899
tinystories,180m,750M,16000,2,mnli,val,0.7350207532275725,0.7344371611534816,0.6028355183089323
tinystories,180m,750M,16000,2,mrpc,test,0.6838235294117647,0.8122270742358079,0.0
tinystories,180m,750M,16000,2,mrpc,val,0.6757493188010899,0.8065040650406504,0.0
tinystories,180m,750M,16000,2,multirc,test,0.5713696369636964,0.4919315403422983,0.12143429440591792
tinystories,180m,750M,16000,2,multirc,val,0.6219030520646319,0.5447470817120622,0.22810235691173822
tinystories,180m,750M,16000,2,qqp,test,0.8696265149641356,0.8226506510548097,0.7195815196330558
tinystories,180m,750M,16000,2,qqp,val,0.8736017589666071,0.8297864465746326,0.7292943728493998
tinystories,180m,750M,16000,2,rte,test,0.5487364620938628,0.47257383966244726,0.08732879702898977
tinystories,180m,750M,16000,2,rte,val,0.6305220883534136,0.5818181818181818,0.2672226967146853
tinystories,180m,750M,16000,2,wsc,test,0.6346153846153846,0.0,0.0
tinystories,180m,750M,16000,2,wsc,val,0.5357142857142857,0.0,0.0
tinystories,180m,75M,16000,0,boolq,test,0.6614678899082569,0.733060043404871,0.2713291479603781
tinystories,180m,75M,16000,0,boolq,val,0.6585365853658537,0.7343234323432343,0.25864830590662113
tinystories,180m,75M,16000,0,mnli,test,0.6798777381558838,0.6788678781732952,0.5193783417616044
tinystories,180m,75M,16000,0,mnli,val,0.6766570751954368,0.676308254903569,0.5152338355780832
tinystories,180m,75M,16000,0,mrpc,test,0.6887254901960784,0.8145985401459854,0.10321890024532465
tinystories,180m,75M,16000,0,mrpc,val,0.6757493188010899,0.8045977011494253,0.04840412989992657
tinystories,180m,75M,16000,0,multirc,test,0.5604372937293729,0.4811297784270757,0.09993409952583474
tinystories,180m,75M,16000,0,multirc,val,0.6208258527827648,0.5510204081632653,0.227160520554399
tinystories,180m,75M,16000,0,qqp,test,0.8285926292357161,0.7658309116712847,0.6306888881759141
tinystories,180m,75M,16000,0,qqp,val,0.8327057853511062,0.7732031744848914,0.6406802274352603
tinystories,180m,75M,16000,0,rte,test,0.5306859205776173,0.5578231292517006,0.07219378664002508
tinystories,180m,75M,16000,0,rte,val,0.5662650602409639,0.5909090909090909,0.13407430211692709
tinystories,180m,75M,16000,0,wsc,test,0.6346153846153846,0.0,0.0
tinystories,180m,75M,16000,0,wsc,val,0.5357142857142857,0.0,0.0
tinystories,180m,75M,16000,1,boolq,test,0.6428134556574924,0.7163671685284119,0.23446493599169035
tinystories,180m,75M,16000,1,boolq,val,0.6489925768822906,0.7206751054852321,0.24861768037869214
tinystories,180m,75M,16000,1,mnli,test,0.6794701986754967,0.6775159089397182,0.5187104934069829
tinystories,180m,75M,16000,1,mnli,val,0.6869445646915027,0.6861297137484067,0.5307772667004799
tinystories,180m,75M,16000,1,mrpc,test,0.7009803921568627,0.8189910979228486,0.17676105706034642
tinystories,180m,75M,16000,1,mrpc,val,0.6866485013623979,0.8067226890756303,0.14142671433193788
tinystories,180m,75M,16000,1,multirc,test,0.5563118811881188,0.3959561920808762,0.06236788788319824
tinystories,180m,75M,16000,1,multirc,val,0.5874326750448833,0.4886515353805073,0.1540127075591544
tinystories,180m,75M,16000,1,qqp,test,0.8304724214692061,0.7719590098482833,0.6371408819945246
tinystories,180m,75M,16000,1,qqp,val,0.8303146901195547,0.7722611582441903,0.6371206737738438
tinystories,180m,75M,16000,1,rte,test,0.4981949458483754,0.4714828897338403,-0.0061673552447269655
tinystories,180m,75M,16000,1,rte,val,0.5863453815261044,0.5795918367346938,0.1726474893876021
tinystories,180m,75M,16000,1,wsc,test,0.6346153846153846,0.0,0.0
tinystories,180m,75M,16000,1,wsc,val,0.5357142857142857,0.0,0.0
tinystories,180m,75M,16000,2,boolq,test,0.6428134556574924,0.7213740458015268,0.22596991160793037
tinystories,180m,75M,16000,2,boolq,val,0.6659597030752916,0.7359597652975691,0.28187730964700264
tinystories,180m,75M,16000,2,mnli,test,0.677330616403464,0.6759651727047471,0.5154901375782492
tinystories,180m,75M,16000,2,mnli,val,0.6797127651447633,0.6790607090060341,0.5200166912501497
tinystories,180m,75M,16000,2,mrpc,test,0.6838235294117647,0.8122270742358079,0.0
tinystories,180m,75M,16000,2,mrpc,val,0.6757493188010899,0.8065040650406504,0.0
tinystories,180m,75M,16000,2,multirc,test,0.5701320132013201,0.4211111111111111,0.09452229241296367
tinystories,180m,75M,16000,2,multirc,val,0.6021543985637343,0.4986425339366516,0.18382038597058908
tinystories,180m,75M,16000,2,qqp,test,0.8292109819441009,0.7690403719436733,0.6335681874877277
tinystories,180m,75M,16000,2,qqp,val,0.8321286244331455,0.7736604165122656,0.6402683257921424
tinystories,180m,75M,16000,2,rte,test,0.5415162454873647,0.5171102661596958,0.08069827540557996
tinystories,180m,75M,16000,2,rte,val,0.6024096385542169,0.575107296137339,0.20592304306707473
tinystories,180m,75M,16000,2,wsc,test,0.6346153846153846,0.0,0.0
tinystories,180m,75M,16000,2,wsc,val,0.5357142857142857,0.0,0.0
tinystories,180m,final,16000,0,boolq,test,0.6810397553516819,0.7510145619479589,0.3094668327426974
tinystories,180m,final,16000,0,boolq,val,0.6903499469777307,0.759075907590759,0.32804079660421337
tinystories,180m,final,16000,0,mnli,test,0.7531329597554763,0.7520300982683003,0.629294811329611
tinystories,180m,final,16000,0,mnli,val,0.7528710753482213,0.7522091107179735,0.630339697778463
tinystories,180m,final,16000,0,mrpc,test,0.7352941176470589,0.8241042345276873,0.3289459378259213
tinystories,180m,final,16000,0,mrpc,val,0.7656675749318801,0.8346153846153846,0.4411727388165921
tinystories,180m,final,16000,0,multirc,test,0.574463696369637,0.519226287578653,0.1385217858893818
tinystories,180m,final,16000,0,multirc,val,0.6438061041292639,0.5977291159772912,0.2785285550675851
tinystories,180m,final,16000,0,qqp,test,0.8825129854068761,0.8381380767395897,0.7461522110750124
tinystories,180m,final,16000,0,qqp,val,0.8844853648481517,0.8419033289448937,0.7510286251713878
tinystories,180m,final,16000,0,rte,test,0.5379061371841155,0.5428571428571428,0.08026606271846785
tinystories,180m,final,16000,0,rte,val,0.606425702811245,0.6287878787878788,0.21502605097026087
tinystories,180m,final,16000,0,wsc,test,0.6346153846153846,0.0,0.0
tinystories,180m,final,16000,0,wsc,val,0.5357142857142857,0.0,0.0
tinystories,180m,final,16000,1,boolq,test,0.6874617737003058,0.7703370786516854,0.3034754812644243
tinystories,180m,final,16000,1,boolq,val,0.6988335100742312,0.7801857585139319,0.3272005511713174
tinystories,180m,final,16000,1,mnli,test,0.7502801833927661,0.7480679498827589,0.625355986832316
tinystories,180m,final,16000,1,mnli,val,0.744646176567951,0.7432977590288837,0.6196010884978485
